"D.Cardiomet.Thrombosis","D.Cancer.NonBasal","D.Cardiomet.Arrythmia","D.Cardiomet.Cholesterol.high","D.Cardiomet.Heartrate.complains","D.Cardiomet.Hypertension","D.Cardiomet.DiabetesT2","D.GI.IBD.CD","D.GI.IBD.UC","D.GI.Stomach.Ulcer","D.GI.Gallstones","D.Mental.Bipolar","D.Mental.Burnout","D.Mental.Depression","D.Mental.Eating.disorder","D.Neuro.Fibromyalgia","D.Neuro.Migraine","D.Other.Rheumatoid.Arthritis","D.Other.Chronic.Cystitis","D.Other.Chronic.Inflammation.Throatnose","D.Other.Chronic.Muscle.Weakness","D.Other.Osteoarthritis","D.Pulmonary.Asthma","D.Pulmonary.COPD","D.Skin.Atopic.dermatitis","ACE_inhibitors_ATC_C09AA","Antibacterials_ATC_J01","Antipsychotics_atypical_ATC_N05AH","Beta_blokkers_ATC_C07AB","Biguanides_ATC_A10BA","Calcium_antagonists_ATC_C08CA","Corticosteroids_Eyedrops_ATC_S03A","Corticosteroids_Oral_ATC_H02","Fluorochinolons_ATC_C08DA","Intestinal_antiinflammatory_agents_ATC_A07E","Laxatives_osmotic_ATC_A06AD","Laxatives_volume_increasing_ATC_A06AC","Other_Alimentary_Metabolism_ATC_A","PPIs_ATC_A02BC","Salycilates_ATC_B01AC","Seratonine_uptake_inhibitors_selective_ATC_N06AB","Statines_ATC_C10AA","Sulfonylureumderivaties_ATC_A10BB","Tricyclic_antidepressants_ATC_N06AA","Vitamine_B_ATC_A11DA","D.GI.IBS.Any","D.GI.IBS.TypeM","D.GI.IBS.TypeD","D.GI.FGID.Bloating","D.GI.Discomfort.Unwell","D.GI.Discomfort.Pain","D.GI.Discomfort.Flatulence","D.GI.Discomfort.Burping","D.GI.Discomfort.Nausea","General Health"
0,2.8875700646806,0,2.30630179434193,0,0,-1.96128962607232,-5.21311579381443,0,2.23861330374568,2.53675647460804,1.98169307243917,2.85633234252058,0,0,2.96025717235593,3.45508960968638,0,3.07599790543052,2.00610792876776,2.74631005652361,0,0,3.68289905990583,2.2974354758059,0,2.12182146782662,2.73921289284017,0,0,0,0,0,0,0,2.73417891629122,0,0,0,0,0,0,0,0,0,2.07568090186431,0,0,0,0,0,0,0,0,-8.09951198685902
0,2.72543454469107,0,0,0,0,5.13689141934144,0,0,1.96441238076952,4.48804422401961,3.96351091042926,2.13440983729505,2.30862573574141,2.04816802310349,2.0594889842821,0,0,2.48020759846731,0,2.70747218214996,0,0,0,0,0,0,1.9785583992781,0,5.50358271478829,0,0,0,2.58315588480023,0,4.57787552038928,0,0,3.65134394127324,2.61940810191855,3.86638892826402,0,2.66715561720239,0,0,4.30715677941255,2.89340086369112,2.89528307377077,3.24388306445987,4.10542769932114,3.76724798270688,0,0,2.58968678424449,-5.32526005217475
0,0,0,0,0,0,3.8019256756854,0,0,0,2.07994468782272,0,4.45020163579472,2.45049668682808,3.5690463305489,0,2.28238621915904,0,0,0,2.50070260121498,0,0,0,0,0,0,3.33229236439913,0,5.03224399246488,0,0,0,0,0,0,0,0,1.96775004855412,0,0,0,2.7737342520236,3.09920109511917,0,2.51382648124774,2.3947037707801,0,0,1.96270858416671,0,2.07906939773083,0,1.97169146623145,-3.68440620284774
0,0,0,0,0,-2.38419228039993,-9.32331623394798,-10,0,-2.62609404441162,-4.68466729609868,0,0,-3.13805203945411,0,-2.50412222065578,-2.55500330238815,-3.68082206249289,0,0,-3.7315006605092,-2.52822894555601,-3.65215858979887,-2.0711833250102,0,0,-4.21320114236814,-2.69750716669317,-3.40556892130975,-7.51694738297263,0,0,0,-4.12992670416194,0,0,0,-3.66861322061449,-3.42785566956727,0,0,0,-5.94396680358814,-4.01860374232816,-2.09886425725194,-5.24708216336392,-2.88591518400501,-5.62780320963726,0,-4.70231907314523,-5.25476001786244,0,-2.70110419162366,-5.39033722715825,5.24549905108143
3.94218489652872,4.28150577451556,0,2.56525496519951,2.66644274045279,0,0,0,4.1903247423255,2.42311498017285,2.51619752349922,0,3.51526161740242,0,0,2.0579298170181,2.05506732711217,2.02678918942133,2.98188457947511,0,3.15010966549909,3.13919374914821,2.21768206024462,2.15352814906299,3.4718946791084,0,2.63852972771164,0,2.37015342969201,0,2.43028491299149,0,0,1.99523087096982,5.18262610093938,2.32110726812075,2.50836908862732,2.7546452159313,3.31502301011164,0,0,0,0,0,0,2.55375928870841,0,2.05693075499826,0,3.35172037099088,2.60664717618651,0,3.45332580750118,2.38260549416791,-5.73491245362186
-2.31904034190826,0,0,0,0,0,-5.6931401725403,-5.27834540898283,-3.47529695825945,-2.21901189564185,0,0,-2.50878972795529,-2.76040457506641,0,-2.27023207061124,0,0,-2.34433907151548,0,-2.98609667566206,0,0,-2.53393083979624,0,0,-2.55312645628463,0,0,-4.1116649569963,0,0,0,0,-4.79155880003993,-2.41661340059848,-2.38772741407591,-2.19646182409616,-4.40803289710617,0,0,0,-4.20543008426988,0,0,-3.95020944253586,-2.45704383721795,-2.54382996948417,-3.07213418000046,-3.11710100217471,-3.46776210430537,0,-2.34606159113384,-3.46573635803725,5.41763302105761
0,0,3.69847898120375,0,3.47105876752479,0,0,0,0,0,0,0,2.14832697844392,2.30932063148191,2.53339716885663,3.202332483589,3.48709171536847,0,0,0,0,2.50068196755029,2.48909337490526,2.87629870683773,2.94456176330309,1.99742217649537,0,0,2.20227361305873,0,0,0,0,0,0,0,0,0,0,0,2.92380265845252,0,0,0,0,4.01533771943914,3.40794132757936,0,0,3.80814562079407,3.95893109876474,2.56437662120755,0,0,-4.71050375666293
0,0,-2.4270193315366,-3.2814537768245,-2.94912589728243,-3.95503362326039,-3.75256673952646,0,0,-2.27115483129671,0,0,-2.68326949158851,0,0,0,0,-2.24939295217782,0,0,0,0,-2.08122080434363,0,0,0,0,0,-2.992065155032,-2.83937195292139,-3.19160068646188,0,-2.26620079746838,0,0,0,0,0,-2.48421447855549,0,0,-3.21752577572898,-2.1805085660188,0,0,-2.22806589948639,0,0,0,0,0,0,0,0,2.18422164438349
0,-1.97393540429581,0,0,0,0,0,0,0,2.30987878456209,0,0,0,0,3.32464795949896,0,0,2.1797934620823,0,0,2.23176548385083,0,2.12487109797945,0,0,2.02375461608721,0,0,0,0,0,3.41489132153003,3.69936471806326,0,0,3.82669631961533,5.20916744293695,3.47777041456189,10,0,2.52695294175667,2.3710085307773,2.2005684837818,4.44468110718504,0,3.01138159900328,0,3.65907357960358,0,3.13646198653618,3.02348413408516,2.25065090104884,3.5457763196592,3.4783101225969,0
0,0,3.3351302163098,1.99093177062632,0,0,2.44716251593846,2.85209135584334,0,3.31225567954873,0,0,0,0,0,0,0,2.30305252045569,0,2.80977783773524,0,0,2.76571810578727,3.17685024416166,0,2.57508021968465,0,0,4.0433841366783,0,0,2.25654280708934,2.87565010031009,2.71432378459649,0,3.28986715520695,4.47545323450564,2.64652933435819,10,3.54496632493647,0,3.14989425542027,0,2.10258747936533,3.35894753325717,2.20947063356708,0,3.11523584856688,0,2.79972209630795,2.68531205522657,0,2.23488925044881,2.6682288414941,-3.31927807220021
0,0,0,0,-3.08362862967134,0,0,-3.10964136734128,-2.33530250608182,-2.4871191599479,0,0,0,0,0,0,0,-2.62461258302851,0,0,0,0,0,-3.64086928953272,-2.71576474759925,0,-6.04166755833793,0,0,0,0,-2.19152756453907,0,-3.11477396697278,-2.70835507483118,0,0,0,-2.68657603354966,0,0,0,0,0,-3.55920755369213,0,0,0,-2.24780460736048,0,0,0,0,-2.45840574808988,4.09258015174953
0,-2.66841000980465,-2.85152110960869,0,-3.41305644676861,0,0,0,-2.30397094774275,-2.54491850371535,0,0,0,0,0,-3.97784401328363,-2.44454776477013,-2.38731026467183,0,-2.99422702221439,0,0,-3.24141187166507,-2.55737009426965,-2.51935442936077,0,-2.48971759404911,0,-2.08406409442054,-2.09117131786037,0,-2.92076088789347,0,0,-3.67561860280461,0,-2.14512970901874,0,-3.81658548763733,0,0,0,0,0,0,-3.82299156612523,0,-3.06783638997558,0,-2.01269487496385,-2.71598683314161,0,0,0,4.26998579315041
0,0,0,2.6767025897882,0,0,8.71308497402104,2.08193482983144,0,0,0,0,0,0,2.47722590224741,0,0,3.11308706704697,0,0,0,0,0,2.04319184079823,0,0,0,0,2.19035581500646,9.79361429819425,3.71388763080441,0,0,0,0,0,2.41323867677996,0,4.86871603826736,2.05230543970009,-1.98349611778318,2.8506341298008,5.81510603117152,2.7628358964374,0,0,0,2.60472490210689,0,0,0,0,0,0,0
-2.37772721900314,0,0,0,0,0,6.32982237381728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57192485933159,0,0,0,0,0,6.70150712239087,2.06401669997211,0,0,0,0,2.09346757180956,2.80034642146344,2.34915917995862,4.13756127726892,0,-2.94574139393737,2.84074014490082,4.53358341778486,3.10024267368415,0,0,0,0,-2.08429162566207,2.03165298579331,2.24162524836454,0,0,0,0
0,3.14527662790321,0,0,0,0,4.58735883451709,0,0,0,2.9668876700922,0,0,0,0,0,0,0,0,0,3.4343102005304,0,0,0,0,0,2.07743636854781,0,0,5.25773540315435,0,2.57328328287744,0,0,0,0,2.300704362115,0,6.02911680327253,0,0,0,5.07488724994227,2.87877315120951,0,0,0,0,0,0,0,2.17495833260557,0,0,0
0,0,0,0,0,0,0,-2.13937990748178,-2.83003239666994,0,0,0,-1.99523601234516,0,2.06299319140829,0,0,0,0,0,0,-2.94894309881691,0,0,0,0,-3.87810368469785,0,0,0,0,0,0,0,-4.28515382318334,-2.43781720897471,-3.30023485794698,0,-4.72526439146949,0,-2.09950321895131,0,0,0,0,0,0,-2.41979450979555,0,0,-2.57889585484298,0,0,0,3.32483168241887
0,0,-2.34446705576562,-2.64155090435199,-3.17100127577221,0,-3.05286579647704,-1.98554515852411,-2.79392015119768,0,0,0,-4.43186444669571,-2.17495115837686,0,0,0,-2.44197610013791,0,-2.67086587196491,0,-2.1967565433998,0,-2.30089725162128,0,0,-2.78731204705385,0,-3.09646769264327,-2.93082998834778,-2.10033443931647,-2.84598914342079,-2.88427817589095,0,-2.66624171481651,-2.12713661225002,0,-2.24005892268564,-3.43374693095744,0,-2.3246328889896,0,0,0,-3.6796020788384,-2.83360782904026,-3.11135523724491,0,0,-2.06243744047084,-2.77346065978047,0,-2.02434858093275,0,3.55968029773787
0,0,0,0,0,0,-2.38996587455444,-2.27843783645786,0,0,0,0,0,-2.27114263371457,0,-3.19200250240099,0,-2.95202105365787,0,-2.30790399800283,0,-2.34855356122869,0,-2.75118175413431,0,0,-2.68351533312448,-2.29663122964044,0,-2.56838425390378,0,0,-4.71158829270003,-2.30009864776203,0,0,0,0,0,0,0,0,-3.16581555578468,0,-2.86664336375812,0,0,0,0,-3.25855451696803,-2.33679279018814,0,-3.00134758834261,-2.43110560446535,2.5213588732229
0,0,0,0,0,0,-3.63666859231812,0,-2.88843086708904,0,0,0,0,-3.75579933650859,0,0,0,0,0,0,0,-3.31947215743736,0,0,0,0,-2.23967657968633,0,0,-3.72761448105391,0,0,0,0,-2.25540616203405,-2.92664975667745,0,-2.75776751719934,-3.50424583405483,0,0,0,0,0,0,0,0,-2.46952621168944,0,0,0,0,-2.70814503036203,0,1.96929352614082
0,-2.46100234571483,0,0,0,-2.03612147491044,-4.11128038423274,-2.09748119349574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99201539500758,0,0,0,0,0,0,-3.57975817790303,-3.06953150914972,0,0,0,0,-2.95800231966601,0,0,-5.01952915256904,-2.03783487795079,0,0,0,0,0,0,0,-2.23351152837337,0,0,0,0,0,0,3.25518790956372
